Reference, Hypothesis, Dist_score, Nr_of_sub, Nr_of_del, Nr_of_ins
mijn|opa|heeft|wel|twintig|duiven.,-----opa|heeft|wel|twintig|duiven.,5.0,0,5,0
hij|geeft|ze|allemaal---|------------ee-----------------n|naam.,hij|geeft|ze|allemaal...|hij...|hij|geeft|ze|allemaal|een|naam.,32.0,0,0,32
ze|wonen|in|een|hok|in|de|tuin.,ze|wonen|in|een|hok|in|de|tuin-,1.0,0,1,0
en|ze|krijgen|elke|dag|granen,|zaden|en|peulvruchten|te|eten.,en|ze|krijgen|elke|dag|granen-|zad---en|peulvruchten|te|eten.,4.0,0,4,0
die|hebben|ze|nodig|om|voldoende-|energie|te|hebben|en|om|de|temperatuur|van|hun|lichaam|op|peil|te|kunnen|houden.,die|hebben|ze|nodig|om|voldoenden|energie|te|hebb---en|om|de|temperatuur|van|hun|lichaam|op|peil|te|kunnen|houden.,4.0,0,3,1
opa|vertelde|me|dat|er|veel|soorten|duiven|bestaan.,opa|vertelde|me|dat|er|veel|soorten|duiven|bestaan.,0,0,0,0
---------e-é-n|van|hen|is|de--|postduif.,één|van|he|één|van|hen|is|-een|postduif.,14.0,0,1,13
dat|is|een|duif|die|een|heel|grote|afstand|in|één|keer|kan|afleggen|en|gemakkelijk-|---------------de|weg|naar|huis|terug-vindt.,dat|is|een|duif|die|een|heel|grote|afstand|in|één|keer|kan|afleggen|en|gemakkelijke|en|gemakkelijk|de|weg|naar|huis|terug|vindt.,17.0,0,0,17
en|daar|heeft|die|duif|geen|kompas|of|landkaart|voor|nodig.,en|daar|heeft|die|duif|geen|kompas|of|landkaart|voor|nodig.,0,0,0,0
hij|weet|de|weg|door|naar|de|zon|te|kijken!,hij|weet|de|weg|door|naar|de|zon|te|kijken.,2.0,1,0,0
daarom|werden|ze|in|de|tijd|van|de|oude|Romeinen|en|Grieken|gebruikt|om|berichten|te|versturen.,daarom|werden|ze|in|de|tijd|van|de|oude|Romeinen|en|Grieken|gebruikt|om|berichten|te|versturen.,0,0,0,0
toen|had|men|immers|nog|geen|auto|of|vliegtuig|om|post|mee|te|vervoeren.,toen|had|men|immers|nog|geen|auto|of|vliegtuig|om|post|mee|te|vervoeren.,0,0,0,0
de|duiven|droegen|dan|kleine|berichtjes|met|zich|mee|-------in|een|koker-------------t--j--e--|-aan-|hu-n|--p----oot-------------.,de|duiven|droegen|dan|kleine|berichtjes|met|zich|mee|en|mee|in|een|koker|aan...|d'r|staat|iets|voor.|moet|!'k|gewoon|verder|lezen?,68.0,10,0,48
nu|zorgt|de|postbode|dat|je|brief|in|de|juiste|bus|terecht-komt.,nu|zorgt|de|postbode|dat|je|brief|in|de|juiste|bus|terecht|komt.,1.0,0,0,1
toch|zijn|veel|mensen|in|Nederland|en|België|lid|van|een|postduivenvereniging.,toch|zijn|veel|mensen|in|Nederland|en|België|lid|van|een|postduivenvereniging.,0,0,0,0
we|noemen---|----------ze|duivenmelkers.,we|noemen...|we|noemen|ze|duivenmelkers.,13.0,0,0,13
maar---|-----ze|gebruiken|hun|duiven|alleen|----------n--og|voor|de|sport.,maar...|maar|ze|gebruiken|hun|duiven|alleen|voor|alleen|nog|voor|de|sport.,20.0,0,0,20
de|duiven|worden|goed|getraind|om|te|kunnen|meedoen|aan|wedstrijden.,de|duiven|worden|goed|getraind|om|te|kunnen|meedoen|aan|wedstrijden.,0,0,0,0
als|je|duif|als|eerste|thuis-komt,|dan|heb|je|gewonnen.,als|je|duif|als|eerste|thuis|komt-|dan|heb|je|gewonnen-,3.0,0,2,1
en|dan|win|je|geld|of|een|andere|leuke|prijs!,en|dan|win|je|geld|of|een|andere|leuke|prijs.,2.0,1,0,0
