Reference, Hypothesis, Dist_score, Nr_of_sub, Nr_of_del, Nr_of_ins
het|is---|-------zondag|en|Joris|verveelt|zich.,het|is...|het|is|zondag|en|Joris|verveelt|zich.,10.0,0,0,10
dan|hoort|hij|de|bel.,dan|hoort|hij|de|bel.,0,0,0,0
Joris|loopt|naar|de|deur|en|doet|----o----pen.,Joris|loopt|naar|de|deur|en|doet|en|doet|open.,8.0,0,0,8
er|staat|een|meisje|op|de|stoep.,er|staat|een|muisje|op|de|stoep.,2.0,1,0,0
kan|iemand|een|handje|helpen?|vraagt|ze.,kan|iemand|een|handje|helpen?|vraagt|ze.,0,0,0,0
mijn|auto|heeft|een|lekke|band.,mijn|auto|heeft|een|lekke|band.,0,0,0,0
ook|moeder|en|vader|komen|nu|kijken.,ook|moeder|en|vader|komen|nu|kijken.,0,0,0,0
vader|wil|de|band|wel|vervangen.,vader|wil|de|band|wel|vervangen.,0,0,0,0
kijk|ma-------a-r|goed,|Joris,|zegt|hij|stoer.,kijk|ma|kijk|maar|goed-|Joris-|zegt|hij|stoer.,10.0,0,2,8
eerst|neemt|hij|de--|wieldop|weg.,eerst|neemt|hij|-een|wieldop|weg.,3.0,0,1,2
dan|haalt|hij|een|krik|uit|de|koffer---.,dan|haalt|hij|een|krik|uit|de|kofferbak.,3.0,0,0,3
zo|kan|hij|één|----kant|van|de|auto|optillen.,zo|kan|hij|een|een|kant|van|de|auto|optillen.,8.0,2,0,4
------de|lekke|band|schroeft|hij|los.,lekke|de|lekke|band|schroeft|hij|los.,6.0,0,0,6
dan|kan|de--|nieuwe|band|erop.,dan|kan|-een|nieuwe|band|erop.,3.0,0,1,2
ten|slotte|gaat|de|dop|---weer|op|----h-------e---------------t|wiel.,ten-slotte|gaat|de|dop|er|weer|op|op|uh|gaat|de|dop|weer|op|het|wiel.,30.0,0,1,29
de|handen|van|---vader|zijn|erg|zwart.,de|handen|van|de|vader|zijn|erg|zwart.,3.0,0,0,3
en|op|zijn|wang|zit|een|----veeg.,en|op|zijn|wang|zit|een|een|veeg.,4.0,0,0,4
maar|dat|is|niet|erg.,maar|dat|is|niet|erg.,0,0,0,0
Joris|------kijkt|hem|vol|trots|aan.,Joris|Joris|kijkt|hem|vol|trots|aan.,6.0,0,0,6
en|---van|m-------------oeder|krijgt|hij|een|zoen.,en|en|van|me...|en|van|moeder|krijgt|hij|een|zoen.,16.0,0,0,16
blij|-----rijdt|het|meisje|weer|naar|huis.,blij|blij|rijdt|het|meisje|weer|naar|huis.,5.0,0,0,5
zo|was|het|toch|geen|saaie|dag!,zo|was|het|toch|geen|saaie|dag.,2.0,1,0,0
